"","1","2","3","4","5","6","7","8","9"
"lots vowel",0,0,0,0,0,0,0,0,1
"loud protective",0,0,0,0,0,1,0,0,0
"loud text",0,0,0,1,0,0,0,0,0
"louder words",0,0,0,0,0,0,0,0,1
"love ability",0,0,0,0,0,1,0,0,0
"love add",0,0,0,0,0,1,0,0,0
"love adding",0,0,0,0,1,0,0,0,0
"love affordability",0,0,0,0,1,0,0,0,0
"love bick",0,0,0,0,1,0,0,0,0
"love company",0,0,0,0,1,0,0,0,0
"love customize",0,0,0,0,0,1,0,0,0
"love dreams",0,0,0,0,0,0,0,0,1
"love easy",0,0,0,0,0,1,0,1,0
"love gratitude",0,0,0,0,0,0,0,0,1
"love inside",0,0,0,0,0,0,0,0,1
"love love",0,0,0,0,1,0,0,0,0
"love mom",0,0,0,0,1,0,0,0,0
"love mother",0,0,0,0,0,0,0,0,1
"love reshape",0,0,0,0,0,0,0,0,1
"love save",0,0,0,0,1,0,0,0,0
"love shake",0,0,0,0,0,0,0,0,1
"love son",0,0,0,0,1,0,0,0,0
"love speech",0,0,0,0,0,0,1,0,0
"love talk",0,0,0,0,1,0,0,0,0
"love trapped",0,0,0,0,0,0,0,0,1
"loved boy",0,0,0,0,0,0,0,0,1
"loved communicate",0,0,0,0,0,1,0,0,0
"loved kojak",0,0,0,0,0,0,0,0,1
"loved mind",0,0,0,0,0,0,0,0,1
"loved realize",0,0,0,0,1,0,0,0,0
"loves talk",0,0,0,0,1,0,0,0,0
"loves telling",0,0,0,0,0,1,0,0,0
"low compared",0,0,0,0,0,0,0,0,1
"low moment",0,0,0,0,0,0,0,0,1
"low muscle",0,0,0,0,0,0,1,0,0
"lower bottom",0,0,0,0,0,0,0,1,0
"lower social",0,0,0,0,0,0,0,0,1
"lowest percent",0,0,0,0,1,0,0,0,0
"luck appreciated",0,0,0,0,0,0,0,0,1
"luck fun",0,0,0,0,1,0,0,0,0
"magical sounds",0,0,0,0,1,0,0,0,0
"main buttons",0,0,0,0,0,0,0,1,0
"main communication",0,0,0,0,0,0,1,0,0
"main reason",0,0,0,0,1,0,0,0,0
"mainstream digital",0,0,0,0,0,0,0,0,1
"maintain relationships",0,0,0,0,0,0,0,0,1
"maintaining relationships",0,0,0,0,0,0,0,0,1
"major breakthrough",1,0,0,0,0,0,0,0,0
"major drawback",0,0,0,0,0,0,0,1,0
"major individuals",0,0,0,0,0,0,0,0,1
"major motivator",0,0,0,0,0,0,0,0,1
"makes easier",0,0,0,0,1,0,0,0,0
"makes human",0,0,0,0,0,0,0,0,1
"makes photos",0,0,0,0,1,0,0,0,0
"makes user",0,0,0,0,0,0,0,1,0
"male female",0,0,1,0,0,0,0,0,0
"manage extremely",0,0,0,0,0,1,0,0,0
"managed avoid",0,0,0,0,0,0,0,0,1
"managed job",0,0,0,0,0,0,0,0,1
"manual intuitive",0,0,0,0,1,0,0,0,0
"martin heads",0,0,0,0,0,0,0,0,1
"martin vacant",0,0,0,0,0,0,0,0,1
"mastered lots",0,0,0,0,1,0,0,0,0
"match age",0,0,0,0,0,1,0,0,0
"mates staff",0,0,0,0,1,0,0,0,0
"matter dignity",0,0,0,0,0,0,0,0,1
"matter people",0,0,0,0,0,0,0,0,1
"matter simply",0,0,0,0,0,0,0,0,1
"matter time",0,0,0,0,1,0,0,0,0
"mc students",0,0,0,0,1,0,0,0,0
"mc watched",0,0,0,0,1,0,0,0,0
"mckinnon 2022",0,0,0,0,0,0,0,0,1
"mckinnon reports",0,0,0,0,0,0,0,0,1
"means alternative",0,0,0,0,0,0,0,0,1
"means communication",0,0,0,0,0,0,0,0,1
"means electronic",0,0,0,0,0,0,0,0,1
"means people",0,0,0,0,0,0,0,0,1
"measure establishing",0,0,0,0,0,0,0,0,1
"measures protect",0,0,0,1,0,0,0,0,0
"media adolescent",0,0,0,0,0,0,0,0,1
"media advantages",0,0,0,0,0,0,0,0,1
"media canada",0,0,0,0,0,0,0,0,1
"media caution",0,0,0,0,0,0,0,0,1
"media communicate",0,0,0,0,0,0,0,0,1
"media controlling",0,0,0,0,0,0,0,0,1
"media conversations",0,0,0,0,0,0,0,0,1
"media data",0,0,0,0,0,0,0,0,1
"media debated",0,0,0,0,0,0,0,0,1
"media device",0,0,0,0,0,0,0,0,1
"media dynamic",0,0,0,0,0,0,0,0,1
"media embedded",0,0,0,0,0,0,0,0,1
"media engage",0,0,0,0,0,0,0,0,1
"media everyday",0,0,0,0,0,0,0,0,1
"media evolved",0,0,0,0,0,0,0,0,1
"media feel",0,0,0,0,0,0,0,0,1
"media fill",0,0,0,0,0,0,0,0,1
"media helps",0,0,0,0,0,0,0,0,2
"media including",0,0,0,0,0,0,0,0,1
"media learners",0,0,0,0,0,0,0,0,1
"media library",0,0,0,1,0,0,0,0,0
"media major",0,0,0,0,0,0,0,0,1
"media means",0,0,0,0,0,0,0,0,1
"media messages",0,0,0,0,0,0,0,0,1
"media offer",0,0,0,0,0,0,0,0,1
"media peers",0,0,0,0,0,0,0,0,1
"media people",0,0,0,0,0,0,0,0,1
"media perceived",0,0,0,0,0,0,0,0,1
"media platforms",0,0,0,0,0,0,0,0,1
"media pre",1,0,0,0,0,0,0,0,0
"media provide",0,0,0,0,0,0,0,0,1
"media risks",0,0,0,0,0,0,0,0,1
"media society",0,0,0,0,0,0,0,0,1
"media support",0,0,0,0,0,0,0,0,2
"media time",0,0,0,0,0,0,0,0,1
"media usage",0,0,0,0,0,0,0,0,1
"media users",0,0,0,0,0,0,0,0,3
"media videos",0,0,0,0,0,0,0,0,1
"media visibility",0,0,0,0,0,0,0,0,1
"meet capabilities",0,0,0,1,0,0,0,0,0
"meet friends",0,0,0,0,0,0,0,0,1
"meet students",0,0,0,0,1,0,0,0,0
"memes convey",0,0,0,0,0,0,0,0,1
"memory boy",0,0,0,0,0,0,0,0,1
"mental awareness",0,0,0,0,0,0,0,0,1
"mentality mindset",0,0,1,0,0,0,0,0,0
"menu items",0,0,0,0,1,0,0,0,0
"merge user",1,0,0,0,0,0,0,0,0
"message automatically",0,0,0,1,0,0,0,0,0
"message email",0,0,0,1,0,0,0,0,0
"message english",0,0,0,1,0,0,0,0,0
"message expand",0,0,0,1,0,0,0,0,0
"message heard",0,0,0,0,0,0,0,0,1
"message hit",0,0,0,0,0,0,0,1,0
"message lamp",0,0,0,0,0,0,0,0,1
"message message",0,0,0,0,0,0,0,0,1
"message navigate",0,0,0,1,0,0,0,0,0
"message push",0,0,0,1,0,0,0,0,0
"messages button",0,0,0,1,0,0,0,0,0
"messages informal",0,0,0,0,0,0,0,0,1
"messages instantly",0,0,0,0,0,0,0,0,1
"messages page",0,0,0,1,0,0,0,0,0
"messages reading",0,0,0,0,0,1,0,0,0
"messages spoken",0,0,0,1,0,0,0,0,0
"messages symbols",0,0,0,1,0,0,0,0,0
"messaging platforms",0,0,0,0,0,0,0,0,1
"met joan",0,0,0,0,0,0,0,0,1
"met struggled",0,0,0,0,0,0,0,0,1
"michael williams",0,0,0,0,0,0,0,0,1
"mild autistic",0,0,0,0,0,1,0,0,0
"mimic alternate",0,0,0,0,1,0,0,0,0
"mimic expensive",0,0,0,0,1,0,0,0,0
"mimics naturally",0,0,0,0,0,0,0,1,0
"mind hidden",0,0,0,0,0,0,0,0,1
"mind knitting",0,0,0,0,0,0,0,0,1
"mind outcome",0,0,1,0,0,0,0,0,0
"mind saving",0,0,0,0,0,0,1,0,0
"mind tool",0,0,0,0,0,0,0,0,1
"mind wait",0,0,0,0,0,0,0,0,1
"mindless phantom",0,0,0,0,0,0,0,0,1
"mindset dream",0,0,1,0,0,0,0,0,0
"mini loaded",0,0,0,0,0,1,0,0,0
"minor annoyance",0,0,0,0,0,0,0,1,0
"minute send",0,0,0,0,0,0,0,0,1
"minutes download",1,0,0,0,0,0,0,0,0
"minutes happy",0,0,0,0,1,0,0,0,0
"minutes learn",0,0,0,0,0,0,1,0,0
"minutes minutes",0,0,0,0,0,0,1,0,0
"mirroring lcd",0,0,0,0,1,0,0,0,0
"misconceptions joan",0,0,0,0,0,0,0,0,1
"miss opportunities",0,0,0,0,0,0,0,0,1
"miss push",0,0,0,0,1,0,0,0,0
"missing software",0,0,0,0,1,0,0,0,0
"mission change",0,0,1,0,0,0,0,0,0
"mobile's web",0,0,0,0,1,0,0,0,0
"mobile complete",1,0,0,0,0,0,0,0,0
"mobile simple",0,0,2,0,0,0,0,0,0
"mode communication",0,0,0,0,1,0,0,0,0
"mode dimmer",0,0,0,0,0,1,0,0,0
"mode learns",0,0,1,0,0,0,0,0,0
"modeling download",1,0,0,0,0,0,0,0,0
"modeling system",0,1,0,0,0,0,0,0,0
"modelled reason",0,0,0,0,0,0,0,0,1
"modification positive",0,0,0,0,0,1,0,0,0
"modified create",0,0,0,1,0,0,0,0,0
"modifier freedom",0,0,0,0,0,1,0,0,0
"modify boards",0,0,0,0,1,0,0,0,0
"modifying behavior",0,0,0,0,0,1,0,0,0
"mom copy",0,0,0,0,0,0,0,0,1
"mom dad",0,0,0,0,1,1,0,0,0
"mom fix",0,0,0,0,0,0,0,0,1
"moment dad",0,0,0,0,0,0,0,0,1
"moment despair",0,0,0,0,0,0,0,0,1
"moment human",0,0,0,0,0,0,0,0,1
"moment mind",0,0,0,0,0,0,0,0,1
"moments sinking",0,0,0,0,0,0,0,0,1
"moms collaborative",1,0,0,0,0,0,0,0,0
"money makes",0,0,0,0,1,0,0,0,0
"money month",0,0,0,0,1,0,0,0,0
"monitor social",0,0,0,0,0,0,0,0,1
"monotony reality",0,0,0,0,0,0,0,0,1
"month added",0,0,0,0,0,0,0,0,1
"month baby",0,0,0,0,0,0,0,0,1
"month continue",0,0,0,0,1,0,0,0,0
"months ago",0,0,0,0,0,1,0,0,0
"months purchase",0,0,0,0,0,1,0,0,0
"mother father",0,0,0,0,0,0,0,0,1
"mother home",0,0,0,0,0,0,0,0,1
"mother moments",0,0,0,0,0,0,0,0,1
"mother told",0,0,0,0,0,0,0,0,1
"motivating programmed",0,0,0,0,0,1,0,0,0
"motivations social",0,0,0,0,0,0,0,0,1
"motivator learners",0,0,0,0,0,0,0,0,1
"motor adjustments",1,0,0,0,0,0,0,0,0
"motor challenges",0,1,0,0,0,0,0,0,0
"motor issue",0,0,0,0,0,1,0,0,0
"motor patterns",0,0,0,0,0,0,0,1,0
"motor planning",0,1,0,0,0,0,0,0,1
"mouse click",0,0,0,0,1,0,0,0,0
"move bottom",0,0,0,0,0,0,0,1,0
"moved bedroom",0,0,0,0,0,0,0,0,1
"moved hours",0,0,0,0,0,0,0,0,1
"movement mouse",0,0,0,0,1,0,0,0,0
"movements eye",0,0,0,0,0,0,0,0,1
"moves lower",0,0,0,0,0,0,0,1,0
"movie promotions",0,0,0,0,0,0,0,0,1
"movies movies",0,0,0,0,1,0,0,0,0
"movies watch",0,0,0,0,1,0,0,0,0
"multi disabled",0,0,0,0,0,1,0,0,0
"multichat 15",0,0,0,1,0,0,0,0,0
"multidimensional personalities",0,0,0,0,0,0,0,0,1
"multiple authors",1,0,0,0,0,0,0,0,0
"multiple clients",0,0,0,0,1,0,0,0,0
"multiple devices",0,0,0,0,0,0,0,1,0
"multiple sets",0,0,0,0,1,0,0,0,0
"multiple users",0,0,1,0,0,0,0,0,0
"multiple voices",0,0,0,0,0,1,0,0,0
"muscle tone",0,0,0,0,0,0,1,0,0
"muscles option",0,0,0,0,0,0,1,0,0
"music media",0,0,0,1,0,0,0,0,0
"music squeezes",0,0,0,0,0,0,0,0,1
"music teacher",0,0,0,0,1,0,0,0,0
"muted worst",0,0,0,0,0,0,0,0,1
"myriads stuff",0,0,0,0,1,0,0,0,0
"n.d success",0,0,0,0,0,0,0,0,1
"names pictures",0,0,0,0,0,1,0,0,0
"nancy inman",0,0,0,0,0,0,0,0,1
"narrative social",0,0,0,0,0,0,0,0,1
"natural dialect",0,0,0,0,0,1,0,0,0
"natural flow",0,0,0,0,0,0,1,0,0
"natural sounding",0,2,0,0,0,0,0,0,0
"natural speech",0,0,0,1,0,0,0,0,0
"natural voice",0,0,0,1,0,0,0,0,0
"naturally occurring",0,0,0,0,0,0,0,1,0
"naturally students",0,0,0,0,1,0,0,0,0
"navigate communication",0,0,0,0,0,0,0,0,2
"navigate figure",0,0,0,0,0,1,0,0,0
"navigate fun",0,0,1,0,0,0,0,0,0
"navigate information",0,0,0,0,0,0,1,0,0
"navigate page",0,0,0,2,0,0,0,0,0
"navigate pages",0,0,0,1,0,0,0,0,0
"navigate quick",0,0,0,0,0,0,1,0,0
"navigate social",0,0,0,0,0,0,0,0,1
"navigate software",0,0,0,0,0,0,0,0,1
"navigation options",0,0,1,0,0,0,0,0,0
"navigation users",0,0,0,0,0,0,0,1,0
"negative experiences",0,0,0,0,0,0,0,0,1
"negative impacts",0,0,0,0,0,0,0,0,1
"netflix search",0,0,0,0,0,0,1,0,0
"network n.d",0,0,0,0,0,0,0,0,1
"news drives",0,0,0,0,0,1,0,0,0
"nice huge",0,0,0,0,1,0,0,0,0
"niece heading",0,0,0,0,0,1,0,0,0
"noisy environment",0,0,0,1,0,0,0,0,0
"nonverbal clients",0,0,0,0,1,0,0,0,0
"nonverbal deaf",0,0,0,0,0,1,0,0,0
"nonverbal forced",0,0,0,0,0,1,0,0,0
"nonverbal limited",0,0,0,0,0,0,0,1,0
"normal happy",0,0,0,0,0,0,0,0,1
"normal person",0,0,0,0,0,0,0,0,1
"note lighting",0,0,0,0,1,0,0,0,0
"note users",0,0,0,1,0,0,0,0,0
"notice convinced",0,0,0,0,0,0,0,0,1
"noticed students",0,0,0,0,1,0,0,0,0
"noticing shadows",0,0,0,0,0,0,0,0,1
"notifications update",0,0,0,0,0,1,0,0,0
"novachat challenges",0,0,0,0,0,0,0,0,1
"noverbal facilitated",0,0,0,0,1,0,0,0,0
"novice simple",0,0,0,0,1,0,0,0,0
"object mindless",0,0,0,0,0,0,0,0,1
"object seemingly",0,0,0,0,0,0,0,0,1
"observer communicate",0,0,0,0,0,0,0,0,1
"observer people",0,0,0,0,0,0,0,0,1
"obstacle communicating",0,0,0,0,0,0,0,0,1
"occurring speech",0,0,0,0,0,0,0,1,0
"offer emotional",0,0,0,0,0,0,0,0,1
"offers ease",1,0,0,0,0,0,0,0,0
"offers limit",0,1,0,0,0,0,0,0,0
"offers options",0,1,0,0,0,0,0,0,0
"offers suggestions",0,1,0,0,0,0,0,0,0
"online comments",0,0,0,0,0,0,0,0,1
"online community",0,0,0,1,0,0,0,0,0
"online keeping",0,0,0,0,0,0,0,0,1
"online resources",0,1,0,0,0,0,0,0,0
"online social",0,0,0,0,0,0,0,0,4
"online spent",0,0,0,0,0,0,0,0,1
"online valuable",0,0,0,0,0,0,0,0,1
"online workspace",0,0,0,0,1,0,0,0,0
"openly honestly",0,0,0,0,0,0,0,0,1
"opinion workspace",0,0,0,0,1,0,0,0,0
"opinions affordable",0,0,0,0,0,0,0,0,1
"opinions enables",0,0,0,0,0,0,0,0,1
"opportunities complex",0,0,0,0,0,0,0,0,1
"opportunities determination",0,0,0,0,0,0,0,0,2
"opportunities engage",0,0,0,0,0,0,0,0,1
"opportunities integration",0,0,0,0,0,0,0,0,1
"opportunities people",0,0,0,0,0,0,0,0,1
"opportunity communicate",0,0,0,0,0,0,0,0,1
"opportunity explore",0,0,0,0,0,0,0,0,1
"opportunity inquire",0,0,0,0,0,0,0,0,1
"opportunity people",0,0,0,0,0,0,0,0,1
"opportunity social",0,0,0,0,0,0,0,0,1
"opposite top",0,0,0,0,0,0,0,1,0
"option augmentative",0,0,0,0,1,0,0,0,0
"option change",0,0,0,0,0,0,1,0,0
"option child",0,0,0,0,1,0,0,0,0
"option child's",0,0,0,0,0,0,1,0,0
"option choose",0,0,0,0,0,0,1,0,0
"option copy",0,0,0,0,0,0,1,0,0
"option create",0,0,0,0,0,0,1,0,0
"option delete",0,0,0,0,0,0,1,0,0
"option edit",0,0,0,0,1,0,0,0,0
"option layout",0,0,0,0,0,0,1,0,0
"option save",0,0,0,0,0,0,1,0,0
"options 23",0,1,0,0,0,0,0,0,0
"options counting",0,0,0,0,1,0,0,0,0
"options create",0,0,1,0,0,0,0,0,0
"options customer",0,0,0,0,2,0,0,0,0
"options icons",0,0,1,0,0,0,0,0,0
"options llc",1,0,0,0,0,0,0,0,0
"oral class",0,0,0,0,1,0,0,0,0
"origin story",0,0,1,0,0,0,0,0,0
"original page",0,0,0,0,0,0,0,0,1
"originally downloaded",0,0,0,0,1,0,0,0,0
"originally nonverbal",0,0,0,0,0,1,0,0,0
"outcome change",0,0,1,0,0,0,0,0,0
"outcome measure",0,0,0,0,0,0,0,0,1
"output applications",0,0,0,0,0,0,0,0,1
"output communication",0,0,0,0,0,0,0,0,1
"outset buffer",0,0,0,0,0,0,0,0,1
"overwhelming frightening",0,0,0,0,0,0,0,0,1
"overwhelming hide",0,0,0,0,0,0,0,0,1
"owned school",0,0,0,0,0,0,0,0,1
"owner class",0,0,0,0,0,0,0,0,1
"pack features",0,0,1,0,0,0,0,0,0
"package instantly",0,0,0,0,1,0,0,0,0
"page access",0,0,0,0,0,1,0,0,0
"page add",0,0,0,0,0,0,1,0,0
"page based",0,0,0,0,0,0,0,0,1
"page button",0,0,0,0,0,0,3,0,0
"page change",0,0,0,1,0,0,0,0,0
"page editor",0,0,0,0,0,0,0,1,0
"page fix",0,0,0,0,0,0,0,1,0
"page highly",0,0,0,0,0,1,0,0,0
"page hit",0,0,0,0,0,0,1,0,0
"page label",0,0,0,0,0,0,1,0,0
"page patented",1,0,0,0,0,0,0,0,0
"page restaurant",0,0,0,0,1,0,0,0,0
"page select",0,0,0,0,0,0,0,1,0
"page set",0,0,0,1,0,0,0,0,1
"page sets",0,0,0,6,0,0,0,0,0
"page setup",0,0,0,0,0,0,0,0,1
"pages 8",0,0,1,0,0,0,0,0,0
"pages automatic",1,0,0,0,0,0,0,0,0
"pages category",0,0,0,0,0,0,1,0,0
"pages divided",0,0,0,1,0,0,0,0,0
"pages grid",0,0,0,1,0,0,0,0,0
"pages online",0,0,0,1,0,0,0,0,0
"pages personal",0,0,1,0,0,0,0,0,0
"pages personalize",0,0,1,0,0,0,0,0,0
"pages set",0,0,0,0,0,0,0,0,1
"pages shared",0,0,0,1,0,0,0,0,0
"pages sound",0,0,0,0,0,0,0,1,0
"pages speak",0,0,0,1,0,0,0,0,0
"pages user",1,0,0,0,0,0,0,0,0
"pageset application",0,0,0,0,0,0,0,0,1
"pain backspace",0,0,0,0,0,0,1,0,0
"pain love",0,0,0,0,0,0,0,0,1
"pain talk",0,0,0,0,1,0,0,0,0
"palm hand",0,0,0,0,0,0,1,0,0
"palsy angelman",0,1,0,0,0,0,0,0,0
"palsy apraxia",0,0,1,0,0,0,0,0,0
"palsy hearing",1,0,0,0,0,0,0,0,0
"pandemic spending",0,0,0,0,0,0,0,0,1
"pandora facetime",1,0,0,0,0,0,0,0,0
"paper sons",0,0,0,0,0,1,0,0,0
"paraeducator certificate",0,0,0,0,1,0,0,0,0
"parents ascertain",0,0,0,0,0,0,0,0,1
"parents entire",0,0,0,0,0,0,0,0,1
"parents family",1,0,0,0,0,0,0,0,0
"parents found",0,0,0,0,0,0,0,0,1
"parents happening",0,0,0,0,0,0,0,0,1
"parents individuals",0,0,1,0,0,0,0,0,0
"parents innovative",1,0,0,0,0,0,0,0,0
"parents involved",0,0,0,0,0,0,0,0,1
"parents moment",0,0,0,0,0,0,0,0,1
"parents professionals",0,1,0,0,0,0,0,0,0
"parents tested",0,0,0,0,0,0,0,0,1
"parents therapists",0,1,0,0,0,0,0,0,0
"parents told",0,0,0,0,0,0,0,0,1
"partially blind",0,0,0,0,0,1,0,0,0
"participant society",0,0,0,0,0,0,0,0,1
"participants accessibility",0,0,0,0,0,0,0,0,1
"participants desire",0,0,0,0,0,0,0,0,1
"participate 13",0,0,0,0,0,0,0,0,1
"participate facebook",0,0,0,0,0,0,0,0,1
"participate family",1,0,0,0,0,0,0,0,0
"participation opportunities",0,0,0,0,0,0,0,0,1
"participation social",0,0,0,0,0,0,0,0,1
"participation switch",0,0,0,0,0,0,1,0,0
"partner 9",0,0,0,0,0,0,0,0,1
"partner communication",0,0,0,0,0,0,0,0,1
"partner critical",0,0,0,0,0,0,0,0,1
"partner interpreter",0,0,0,0,0,1,0,0,0
"partner navigate",0,0,0,0,0,0,0,0,1
"partners communication",0,0,0,0,0,0,0,0,1
"partners familiar",0,0,0,0,0,0,0,0,1
"partners means",0,0,0,0,0,0,0,0,1
"partners people",0,0,0,0,0,0,0,0,1
"passed understood",0,0,0,0,0,0,0,0,1
"password client",0,0,0,0,1,0,0,0,0
"password data",0,0,0,0,1,0,0,0,0
"password voila",0,0,0,0,1,0,0,0,0
"past 6",0,0,0,0,0,1,0,0,0
"past image",0,0,0,0,0,0,0,0,1
"past looked",0,0,0,0,0,0,0,0,1
"past stage",0,0,0,0,1,0,0,0,0
"paste boards",0,0,0,0,1,0,0,0,0
"paste button",0,0,0,0,0,0,1,0,0
"paste ipa",0,0,0,0,0,0,0,0,1
"pasted button",0,0,0,1,0,0,0,0,0
"pasted location",0,0,0,1,0,0,0,0,0
"pasting cells",0,0,0,0,1,0,0,0,0
"patented sync",1,0,0,0,0,0,0,0,0
"pathologist couple",0,0,0,0,1,0,0,0,0
"pathologist minutes",0,0,0,0,0,0,1,0,0
"pathologist quick",0,0,1,0,0,0,0,0,0
"pathologists multiple",0,0,0,0,1,0,0,0,0
"patient love",0,0,0,0,1,0,0,0,0
"patient responding",0,0,0,0,1,0,0,0,0
"patients afford",0,0,0,0,1,0,0,0,0
"patients extremely",0,0,0,0,1,0,0,0,0
"patients found",0,0,0,0,1,0,0,0,0
"patients technical",0,0,0,0,1,0,0,0,0
"patterns home",0,0,0,0,0,0,0,1,0
"patterns outset",0,0,0,0,0,0,0,0,1
"pay extra",0,0,0,0,0,0,1,0,0
"pdfs line",1,0,0,0,0,0,0,0,0
"peers do.young",0,0,0,0,0,0,0,0,1
"peers quick",0,0,0,0,0,0,1,0,0
"peers social",0,0,0,0,0,0,0,0,1
"peers staff",0,0,0,0,0,0,1,0,0
"penny autistic",0,0,0,0,0,1,0,0,0
"people's perceptions",0,0,0,0,0,0,0,0,1
"people assistiveware",0,0,0,0,0,1,0,0,0
"people autism",0,1,0,0,0,0,0,0,0
"people behaved",0,0,0,0,0,0,0,0,1
"people canada",0,0,0,0,0,0,0,0,1
"people charged",0,0,0,0,0,0,0,0,1
"people communication",1,0,0,0,0,0,0,0,1
"people complex",0,0,0,0,0,0,0,0,8
"people controlled",0,0,0,0,0,0,0,0,1
"people converted",0,0,0,0,0,1,0,0,0
"people degenerative",0,0,0,0,1,0,0,0,0
"people developmental",0,0,0,0,0,0,0,0,1
"people digital",0,0,0,0,0,0,0,0,1
"people disabilities",0,0,0,0,0,0,0,0,1
"people easy",0,0,0,0,0,1,0,0,0
"people engage",0,0,0,0,0,0,0,0,1
"people expected",0,0,0,0,0,0,0,0,1
"people extremely",0,0,0,0,0,0,0,0,1
"people homework",0,0,0,0,1,0,0,0,0
"people learning",0,1,0,0,0,0,0,0,0
"people listen",0,0,0,0,0,0,0,0,1
"people loved",0,0,0,0,0,0,0,0,1
"people means",0,0,0,0,0,0,0,0,1
"people navigate",0,0,0,0,0,0,0,0,1
"people past",0,0,0,0,1,0,0,0,0
"people physical",0,0,0,0,0,0,0,0,1
"people play",0,0,0,0,0,0,0,0,1
"people social",0,0,0,0,0,0,0,0,1
"people speak",0,1,0,0,0,0,0,0,0
"people successful",0,0,0,0,0,0,0,0,1
"people support",0,0,0,0,0,0,0,0,1
"people syndrome",1,0,0,0,0,0,0,0,0
"people trip",0,0,0,0,0,1,0,0,0
"people utterly",0,0,0,0,0,0,0,0,1
"peoples lives",0,0,1,0,0,0,0,0,0
"perceived inanimate",0,0,0,0,0,0,0,0,1
"perceived increase",0,0,0,0,0,0,0,0,1
"percent level",0,0,0,0,1,0,0,0,0
"perceptions silent",0,0,0,0,0,0,0,0,1
"perfect expensive",0,0,0,0,0,1,0,0,0
"perfect fit",0,0,0,0,1,0,0,0,0
"perfect locate",0,0,0,0,1,0,0,0,0
"perfect teaching",0,0,0,0,1,0,0,0,0
"perfect victim",0,0,0,0,0,0,0,0,1
"perfectly hours",0,0,0,0,1,0,0,0,0
"person ability",0,0,0,1,0,0,0,0,0
"person communicate",0,0,0,1,0,0,0,0,0
"person communication",0,1,0,0,0,0,0,0,0
"person disappear",0,0,0,0,0,0,0,0,1
"person people",0,0,0,0,0,0,0,0,1
"person physically",0,0,0,0,0,0,0,0,1
"person presses",0,0,0,0,0,0,0,1,0
"person understand",0,0,0,0,0,0,0,0,1
"personal audio",0,0,2,0,0,0,0,0,0
"personal connection",0,0,0,0,0,0,0,0,1
"personal create",0,0,1,0,0,0,0,0,0
"personal information",0,0,0,0,1,0,0,0,0
"personal questions",0,0,0,0,0,0,0,0,1
"personalities social",0,0,0,0,0,0,0,0,1
"personality appears",0,0,0,0,0,0,0,0,1
"personality entombed",0,0,0,0,0,0,0,0,1
"personality unique",0,0,0,1,0,0,0,0,0
"personalize pictures",0,0,1,0,0,0,0,0,0
"personalize profiles",0,0,1,0,0,0,0,0,0
"personalizing quick",0,0,0,0,0,0,1,0,0
"phantom boy",0,0,0,0,0,0,0,0,1
"phone pictures",0,0,0,0,0,1,0,0,0
"photo album",0,0,0,0,1,0,0,0,0
"photo built",0,0,0,1,0,0,0,0,0
"photo library",0,1,0,0,0,0,0,0,0
"photo roll",0,0,0,1,0,0,0,0,0
"photocopies simple",0,0,0,0,0,0,0,0,1
"photographed clean",0,0,0,0,1,0,0,0,0
"photographer ability",0,0,0,0,0,0,0,0,1
"photographs videos",1,0,0,0,0,0,0,0,0
"photos device’s",0,0,0,0,0,1,0,0,0
"photos images",1,0,0,0,0,0,0,0,0
"photos internet",0,0,0,0,1,0,0,0,0
"photos photo",0,0,0,0,1,0,0,0,0
"photos possessions",0,0,0,0,1,0,0,0,0
"photos symbolix",0,0,0,0,1,0,0,0,0
"photos taking",0,1,0,0,0,0,0,0,0
"phrase bar",1,0,0,0,0,0,0,0,0
"phrases messages",0,0,0,1,0,0,0,0,0
"phrases personal",0,0,1,0,0,0,0,0,0
"phrases popup",2,0,0,0,0,0,0,0,0
"phrases repeating",0,0,0,0,0,1,0,0,0
"phrases sentences",0,0,0,0,0,0,1,0,0
"phrases type",0,0,1,0,0,0,0,0,0
"physical challenges",0,0,0,0,1,0,0,0,0
"physical disabilities",0,0,0,0,0,0,0,0,2
"physical limitations",1,0,0,0,0,0,0,0,0
"physical prompts",0,0,0,0,1,0,0,0,0
"physically access",0,0,0,0,0,0,0,0,1
"physically conveying",0,0,0,0,0,0,0,0,1
"physically disabled",0,0,0,0,0,1,0,0,0
"physically verbally",0,0,0,0,0,0,0,0,1
"pick amount",0,0,0,0,0,1,0,0,0
"pick students",0,0,0,0,1,0,0,0,0
"pick voice",0,0,0,0,0,1,0,0,0
"picked home",0,0,0,0,0,0,0,0,1
"picking fairly",0,0,0,0,0,1,0,0,0
"picking pictures",0,0,0,0,0,0,0,1,0
"picking pretty",0,0,0,0,1,0,0,0,0
"picking social",0,0,0,0,0,0,0,0,1
"picture addition",0,0,0,0,0,0,0,1,0
"picture blinks",0,0,0,0,1,0,0,0,0
"picture facets",0,0,0,0,0,0,0,0,1
"picture hear",0,0,0,0,1,0,0,0,0
"picture instagram",0,0,0,0,0,0,0,0,1
"picture mom",0,0,0,0,0,1,0,0,0
"picture package",0,0,0,0,1,0,0,0,0
"picture priceless",0,0,0,0,1,0,0,0,0
"pictures add",0,0,0,0,0,1,0,0,0
"pictures added",0,0,0,0,0,1,0,0,0
"pictures button",0,0,0,0,0,1,0,0,0
"pictures choose",0,0,0,0,0,1,0,0,0
"pictures ease",0,0,0,0,0,1,0,0,0
